图像名称,图像概念,图像叙事,类别,距离,图像情感类别,检查,概念
061467.jpg,摩天大楼； 高层建筑； 中央电视台大楼； 高楼大厦； 金融中心,"马来西亚房地产开发法规完善,收楼后供房,相当于楼花价买现楼",2,3,0,1.0,1.0
061469.jpg,卧床病人； 病房； 病人； 医院的房间； 生病,住院化疗中的爸爸,8,1,0,,1.0
061473.jpg,动漫； 蓝色； 皱眉的,必看陈盛业复胜资产被骗亏损怎么办背后的真相如何挽回损失,5,1,0,,1.0
061479.jpg,春联； 楹联；  对联； 福字,财源滚滚随春到 喜气洋洋幸福来|对联,14,1,0,1.0,1.0
061480.jpg, 山涧； 地质学,汉源县人民政府副县长到安乐镇督查河长制工作,1,3,0,1.0,1.0
061482.jpg,祛寒,"作用:清热生津,祛除下肢的寒气.",8,2,0,,
061487.jpg,何子健；生病卧床；职业赛车手,"何子健感性回顾2016,曾拿下职业赛车手执照,也曾生病卧床.",3,1,0,,
061490.jpg,发言；领导,各分管领导结合本部门业务工作进行补充发言.,1,3,0,1.0,
061491.jpg,伊利；蒙牛；消费者,"伊利,蒙牛每年接触10亿以上的消费者,他们靠什么俘获消费者的心?",2,3,0,1.0,
061499.jpg,上衣；新品,18年秋新品 yhmw丝绒上衣女长袖2018春秋新款韩版修身,11,1,0,1.0,
061500.jpg,鲁馆,"此刻我们已经回到了我们自身正在鲁馆的时刻,我们的身份是看客,看!",15,1,0,1.0,
061501.jpg,地图；清,"武周时漠北陷落于后突厥,安史之乱后西域被吐蕃攻占",14,1,0,1.0,
061502.jpg,应试教育,"现在的应试教育,已经不像之前那么简单了.",9,1,0,,
061503.jpg,消费者物价指数；上升,"今年二季度,该国消费者物价指数上升至至3.",2,1,0,,
061504.jpg,钱；还欠款,"金力得到钱后,首先还了女友的欠款,随后他又陆陆续续还掉工人的欠款",15,1,0,1.0,
061505.jpg,智慧消防,"从防御台风到智慧消防,从帮助寻找走失人员到规范管理小区流动商贩",5,1,0,1.0,
061506.jpg,k2；价格；直降,15款起亚k2价格 东风悦达起亚k2全系直降,6,1,0,,
061507.jpg,莫德里奇；克罗地亚队,莫德里奇领衔的克罗地亚队讲的是什么语?,3,1,0,,
061509.jpg,脚桩；支撑,"4排脚桩中,中间两排特别长,因为它们除支撑地板外还要支撑房梁.",15,1,0,1.0,
061511.jpg,业绩；预增,15股前三季业绩预增,2,1,0,,
061512.jpg,建筑；立体书,震撼人心的中国古建筑立体书,14,1,0,,
061515.jpg,健康；断食法,"为了健康,69岁洪金宝""断食法""暴瘦",8,1,0,,
061518.jpg,霍华德,霍华德,3,1,0,,
061519.jpg,螺丝；离合器,"完全可以调,离合器位置找到这个螺丝,自己动动手就解决了.",0,1,0,1.0,
061523.jpg,电话；博林腾瑞,惠州大亚湾博林腾瑞周边规划电话,0,3,0,1.0,
061524.jpg,dna；分布；组织起源,cfdna核小体分布与组织起源有关,6,1,0,,
061525.jpg,空军；录取通知, 空军招飞局北京选拔中心计划科长宣读了空军飞行学员录取通知,9,3,0,,
061526.jpg,鱼；可乐桶,老外将一条鱼放入可乐桶中经过一个月之后可怕的一幕出现了,0,1,0,1.0,
061527.jpg,客户；急；先发货,"比如客户急着要货用,付款要走流程,为了合作,选择先发货.",0,3,0,1.0,
061528.jpg,素材；运动,时尚的运动跑步标志矢量素材,3,1,0,1.0,
061530.jpg,专项整治；社会治安,为确保此次社会治安专项整治集中统一行动顺利开展并取得实效,1,3,0,1.0,
061531.jpg,退休；李嘉诚,李嘉诚正式退休!踩准时代节拍比什么都重要,2,1,6,,
061532.jpg,会议；整改任务,有关工作电视电话会议要求确保如期高质量完成审计整改任务,1,3,1,1.0,
061534.jpg,热干面；李佳奇,李佳奇卖爆的热干面好吃吗?其它品牌怎么样?,7,1,0,,
061535.jpg,画；辞职；小伙,帅小伙辞职只为:画想画的画,5,1,0,1.0,
061538.jpg,奥迪q3；轿跑suv,奥迪q3 sportback要成年轻人第一辆轿跑suv?,6,1,7,,
061539.jpg,suv；三菱,"20万元级的4驱7座suv,三菱suv欧蓝德,有实力有颜值有野心",6,1,0,,
061541.jpg,吃饭,"吃完饭已经中午了,沿妹儿刚好碰上学生放学,看着青春洋溢的学生",7,1,0,,
061542.jpg,银行；外汇牌照,徐工巴西银行获批外汇牌照,2,1,0,,
061544.jpg,会议；教育集团,知行合一 追梦前行 | 西山教育集团召开会议,9,1,0,,
061545.jpg,偷梁换柱；建筑,"建筑结构丨科普!古建筑中""偷梁换柱"",偷哪根梁?换哪根",0,2,0,1.0,
061546.jpg,书记；陕西省；受贿,"陕西省委原书记赵正永,7.17亿多元!",13,2,0,1.0,
061551.jpg,投资者；利润；企业盈利,投资者锁定利润 企业盈利可支持后市,2,1,0,,
061553.jpg,肺转移；肺野,"单发的空洞性肺转移位于肺野中,外带,直径常在1.0—2.",8,1,0,,
061556.jpg,索恩-梅克；篮球运动员,"索恩-梅克曾报名参加本届nba选秀大会,但因行情不佳最终选择退出.",3,2,0,,
061557.jpg,gigihadid；超模,国际超模 美国洛杉矶超级模特gigi hadid,11,1,0,,
061558.jpg,软件；宁聚app,宁聚app作为宁波广播电视集团重磅推出的围绕,6,1,0,,
061561.jpg,个税；下降,"2019年个税收入同比下降25%,你减税了吗?",2,1,0,,
061562.jpg,募捐；法人；学校,"为了方便募捐,他当了学校的法人.",9,3,0,,
061563.jpg,黑色；少女模样,"以黑色为主,清新减龄,快40岁的人这么一穿还是当初的少女模样",11,2,0,,
061567.jpg,拱桥,石鼓七拱桥刚直塔动物纹提梁卣图片清花古渡图片图片清花湾历史悠久,14,3,0,,
061570.jpg,冰棍；吆喝声,"""冰棍冰棍——""随着这不停的吆喝声,走遍了周边几十里地的村庄地头",14,2,0,,
061572.jpg,法国；机场；安德鲁,1967年法国政府决定修建新机场年轻的建筑师安德鲁成为了设计者,14,3,0,,
061574.jpg,口锥；捕猎,"用""口锥""捕猎",10,2,0,1.0,
061577.jpg,抗灾；强；沃德履带式,"晒这块儿呢,我们今年准备引进抗灾能力强的一机多用的这个沃德履带式",0,1,0,1.0,
061580.jpg,百问百答；漫画书,儿童百问百答(27恐怖神秘事件)/我的第一本科学漫画书,9,1,0,,
061582.jpg,脑积水,脑积水是不是严重?已经孕32周,8,1,0,,
061583.jpg,无人机；自动返航,"古人云:老马识途,而今我国优秀的无人机也能自动返航基地",6,3,0,,
061587.jpg,黑色；百搭；西装,黑色百搭小众设计松显宽松休闲西装韩版新款西装,11,1,0,,
061588.jpg,工商银行；被盗刷,不知情的情况下工商银行卡内夜里被盗刷两万元,2,1,0,1.0,
061589.jpg,书籍；短线交易技术,正版书籍短线交易技术外汇短线博弈精讲陈不同外汇日内即期交易外汇,9,1,0,,
061591.jpg,机器；设备,机器设备 五金配件,6,1,0,1.0,
061593.jpg,产品,公司产品一般间距2.54mm/3.0mm/3.5mm/4.0mm,6,1,0,1.0,
061595.jpg,林政则；市长；福州市,福州市考察团拜访市长林政则,1,3,6,1.0,
061596.jpg,word；计算总和,怎样在word中利用表格计算总和,9,1,0,,
061599.jpg,格德斯；中超典范,再见格德斯山东泰山完美解决棘手问题不亏小赚堪称中超典范,3,1,0,,
061600.jpg,天地会；万提喜,天地会的首倡者是万提喜,14,1,0,,
061601.jpg,百家被；边角布料；缝合,"百家被是勤加持家的妇女,通过向亲戚和邻里讨要废弃的边角布料缝合",14,1,0,,
061602.jpg,年薪；十万；知乎,经常逛知乎的人也会困惑:现在还有年薪不到十万的人吗?,5,1,0,1.0,
061603.jpg,武汉教授；醇氢汽车,武汉教授研发全球首台醇氢汽车 一升甲醇可省一升油,6,1,0,,
061606.jpg,水渡村；卫生室,陕西省汉中市汉台区汉宁路靠近上水渡村卫生室,10,3,0,1.0,
061608.jpg,注射液；红茴香,红茴香注射液,8,1,0,,
061609.jpg,沙门战役；海南岛,解放军白沙门战役以寡敌众 打响解放海南岛最惨烈一战,14,3,0,,
061612.jpg,女装；羽绒服,雅鹿羽绒服女装正品圈圈毛相拼时尚中长款羽绒服yn20400,11,1,0,,
061614.jpg,斑驳苍劲；松段壶,"树皮斑驳苍劲,松枝虬蟠其上--松段壶",10,1,0,,
061618.jpg,emui9.0；第三方桌面；禁用,华为emui 9.0将禁用第三方桌面,6,1,0,,
061619.jpg,法考；书,2015司法考试书众合,9,1,0,,
061620.jpg,比赛；球队,"近几天季后赛的比赛打得非常胶着,没有哪支球队很顺利的过关",3,1,0,,
061621.jpg,卡宾达；树皮,卡宾达树皮正宗非洲卡宾达 250g天然安哥拉进口,10,1,0,1.0,
061622.jpg,江门市；蓬江区,江门市蓬江区,10,3,0,,
061623.jpg,北影；艺考；初试,"17%,再创历史新高. 图为北影艺考初试现场.",9,3,0,,
061624.jpg,限行；限牌,"尤其在限行,限牌的城市,不仅带来诸多方便,而且省去一笔不菲的上牌费用",5,1,0,1.0,
061629.jpg,懒散；成绩下降,"你们可能会变得比较懒散,不够勤奋用功,直接导致成绩下降",9,1,0,,
061633.jpg,女装；黑猫；刺绣,甜美女装穿绳毛线黑猫刺绣棉质套头七分袖t恤女新品,11,1,0,,
061634.jpg,发票；广州,广州上链发票数量超过2.7亿,2,1,0,1.0,
061635.jpg,举重；奥委会；中国梦之队,深度国际奥委会为何要将举重踢出奥运会中国梦之队何去何从举重运动路,3,1,0,,
061636.jpg,唐太宗；审犯人；牢房,"唐太宗在审完犯人后并没有一走了之,而是带着身边的群臣到牢房里看了",14,3,0,,
061637.jpg,腾讯王卡；王小虎,腾讯王卡品牌形象设计—王小虎,0,1,0,1.0,
061639.jpg,大灯笼；红彤彤,"原来红彤彤的大灯笼,背后也有这么多讲究",14,1,0,1.0,
061640.jpg,招聘；大东海地产,"大东海地产集团营销,策划,渠道等七个岗位公开招聘",2,1,0,1.0,
061641.jpg,奥迪a3,河北德联开新全新奥迪a3聚乐部精彩回顾,6,3,0,1.0,
061642.jpg,盒饭；王者,"哈尔滨盒饭界的王者,10元扒肉,肉段随便吃,安排!",7,1,0,,
061644.jpg,元宵节；灯谜,元宵节猜灯谜赢好礼活动海报模板,14,1,0,,
061646.jpg,金融界；日本；消费信贷,"日本的金融界也没想到,消费信贷的好日子这么快就到头了.",2,1,0,,
061648.jpg,tomford,"这年头你送礼没有tom ford,都不好意思拿出手!",11,1,6,,
061651.jpg,范文；协议书,婚内财产约定协议书范文,13,1,0,1.0,
061655.jpg,诊所；眼科,邓豫眼科诊所,8,1,0,,
061657.jpg,席位；大气开场,"上千个尊贵席位静待嘉宾~! 2,大气开场·雄狮唤醒春姑娘",0,1,0,1.0,
061659.jpg,虚拟机；vmware,解决vmware虚拟机报错打不开devvmmon断裂管道的问题,6,1,0,1.0,
061661.jpg,背景；壁纸；星空,背景 壁纸 皮肤 星空 宇宙 桌面,0,1,0,1.0,
061663.jpg,盐城；专营店,盐城启辰太平洋博通专营店恭候您的光临,6,1,0,1.0,
061664.jpg,下蹲；盘坐,下蹲时:约为三分之一头长. 席地坐(盘坐)时:约为四个头长.,3,1,0,,
061665.jpg,成立；现场,成立现场,2,3,0,1.0,
061669.jpg,工艺；威泽,工艺之铝质感之声威泽whizzerhe03al,6,1,0,1.0,
061670.jpg,房龄；精装,"房龄已有十年之久,改造前虽然也是精装,但屋况并不理想.",15,1,0,1.0,
061671.jpg,联谊会；上海交通大学；教师,上海交通大学青年教师联谊会第二届理事会第一次全体会议举行,9,3,0,,
061672.jpg,心理分析；思维,交易心理分析2:习惯用胜率思维!并随时准备对结果负责,15,1,0,1.0,
061675.jpg,内力；外力,"一周强化 二,重,难点讲解 (一)内力作用和外力",9,1,0,,
061677.jpg,达尔文,"而人们还没有在这个问题上缓过神来的时候,达尔文出现了,他告诉大家,我们不是上帝的造物,只是猴子的子孙而已",9,1,0,,
061682.jpg,气候变化；义务；中国,"中国将继续采取行动应对气候变化,百分之百承担自己的义务.",5,1,0,,
061684.jpg,联合创始人；小米；字节跳动,"另外几位联合创始人也出自小米,字节跳动,亚马逊,网易严选等大厂.",2,1,0,,
061686.jpg,小龙虾；香辣,"小龙虾的做法多样,味道鲜美,香辣可口,深受人们的喜欢.",7,1,0,,
061688.jpg,凤铝,凤铝,15,1,0,1.0,
061691.jpg,投资者,【普通投资者账户】,2,1,0,,
061695.jpg,火锅；品牌文化,广东大将策划——龙腾mini火锅品牌文化 卡通形象设计,7,1,0,,
061696.jpg,背景图,网易云热评/ins伤感背景图/黑色文字背景/丧文案,0,1,0,1.0,
061698.jpg,猎人；高黎贡山, 云南怒江:高黎贡山最后的猎人,10,3,0,,
061700.jpg,氢氯噻嗪；患癌,氢氯噻嗪增加患癌风险?,8,1,0,,
061702.jpg,反诈中心,各区反诈中心的联系方式,5,1,0,,
061705.jpg,快充；oppo；小米,安卓数据线快充华为手机充电线oppo小米器,6,1,0,1.0,
061706.jpg,巴菲特；光环,"可是,巴菲特头顶的众多光环,真的是每一个都那么经得起推敲吗?",2,1,0,,
061707.jpg,5G；发展,"相关工作正在积极推进中,待按程序由监管机构批准后将予以实施.",6,1,0,,
061709.jpg,城际；廊涿,固安人民喜迎廊涿城际,5,1,0,,
061712.jpg,自驾游；最美；咸阳礼泉,"咸阳礼泉荣获""中国最美休闲自驾游目的地""称号!",10,3,0,,
061713.jpg,和文化；文明交流,"中华""和文化""有助于积极推动中华文明与不同文明交流互鉴与和谐共生",14,3,0,1.0,
061716.jpg,女排；骄傲,中国女排!中国骄傲!请记住这些排球女将、,3,1,6,,
061720.jpg,插座贴；贴粘,墙清新标志插座贴北欧风贴粘自开关指示小按卖提示贴纸斤标签,15,1,0,1.0,
061721.jpg,宝马5,2014款宝马5系旅行车图片_整体外观图片_1547718_爱卡,6,1,0,,
061722.jpg,红魔；手机,为什么腾讯红魔游戏手机 6 pro 能做到火而不热?,6,1,0,,
061723.jpg,曼联；薪资；出售,"曼联理应出售他,回收资金,腾出薪资空间,用于补充强援才是最佳选择",3,2,0,,
061728.jpg,抗病；扁豆；新品种,高产抗病扁豆芸豆新品种,10,1,0,1.0,
061729.jpg,素圈,"素圈款简约大方的素圈款是永恒的经典,看起来简单,制作时需要耐心地",11,1,0,1.0,
061731.jpg,100块钱；99年,"我有一张99年的100块钱的错币,请问能值多少钱?",15,1,0,1.0,
061733.jpg,房间设计；装修,"外行看起来很蠢,但却无比实用的房间设计,装修看一看",15,1,0,1.0,
061738.jpg,和田玉,精美和田玉,14,1,0,,
061741.jpg,造浪者；互联网知识,造浪者 互联网知识大扫盲 大佬们没告诉你的秘密都在这里,9,1,0,,
061742.jpg,福特；越野；改装,福特探索者改装越野好车看大脚,6,1,0,,
061744.jpg,注塑咨询,注塑工厂降本增效改善咨询,0,1,0,1.0,
061746.jpg,美军；撤离,美军撤离时宁愿带狗不带阿富汗人,12,3,0,,
061749.jpg,燃气；安全,"燃气严把关,安全零距离61停止使用燃气或临睡前,应对燃气具进行检查",5,3,0,,
061752.jpg,寒流；大毛领,寒流怕什么大毛领陪你度过,11,3,6,1.0,
061753.jpg,女子；失踪；遗体；公公,女子失踪多日后遗体被找到福建警方系公公杀害已被刑拘,5,1,0,,
061754.jpg,欧拉好猫；交车；销量王者,"这其中,欧拉好猫1-6月交车11,677辆,成为同级销量王者.",6,1,0,1.0,
061755.jpg,程序员；解题；编码,【程序员用编码来解题】,9,1,0,,
061756.jpg,居室美观；埋墙式施工,"同时,为使居室美观,人们在装潢时水管一般都采用埋墙式施工.",15,1,0,1.0,
061758.jpg,医用耗材；醋酸胶带,出口医用耗材醋酸胶带医用丝绸胶带5cm*5m,8,1,0,1.0,
061761.jpg,微世界；主题；宾馆,应县微世界主题宾馆图片,15,1,0,1.0,
061763.jpg,车厘子,车厘子,7,1,0,,
061764.jpg,盐城,"总而言之,在盐城,压力不言而喻.但也因为压力,所以我们才努力!",10,3,0,,
061765.jpg,w12；英国之王,"当之无愧的""英国之王"",w12标配空气悬挂",6,1,0,,
061767.jpg,植株；松土除草；修剪,"植株栽植成活后,要进行松土除草,为促进其多分枝,所以修剪后要及时施肥",10,1,0,,
061768.jpg,永远跟党走；十九大精神；文化活动,"涿州启动""永远跟党走""宣传贯彻党的十九大精神系列主题文化活动",1,1,0,1.0,
061770.jpg,展厅；一站式服务专家,企业展厅 『耐斯特展览』展馆展厅设计施工一站式服务专家!,5,1,0,1.0,
061771.jpg,课程体系,"""三层六类二特色""课程体系",9,1,0,,
061772.jpg,塞宴四事图,塞宴四事图,14,1,0,,
061773.jpg,献血；招致灾难,"如果不向神献血,便会招致灾难,所以他们都无视使用水果和鲜花的要求",5,3,0,,
061774.jpg,歼-15；雷达；雷达；亮相,"歼-15改进型亮相,换有源相控阵雷达,大面积采用复合材料!",12,2,0,,
061776.jpg,真实事件；取材,"而这些都是取材于历史中的那些血淋淋的真实事件,其中最后那位为了国家胜利而牺牲自我的人",14,1,0,,
061785.jpg,单票；票据,单票 票 票据 1165_1920 竖版 竖屏,2,1,0,1.0,
061788.jpg,色彩；吸引注意力,"有着不同于常的色彩,对于用户有着较强的吸引注意力,可用于商场专柜",0,1,0,1.0,
061790.jpg,动物；大熊猫,壁纸 大熊猫 动物,10,1,0,,
061791.jpg,护林员,"一位护林员告诉第一财经记者,在海南有一种山蚂蟥,要么在地上跳来跳",0,1,0,1.0,
061792.jpg,产业；生态；汽车,"整个产业生态高度绑定,被锁死在既定利益 中国的汽车服务市场也一样",6,1,0,,
061794.jpg,洛丽塔；礼服,洛丽塔软妹lolita夏op优雅cla系日常小洋装礼服连衣裙,11,1,0,,
061795.jpg,猴头菇；糖果,美澳健 猴头菇压片糖果 99片(赠品) 京东自营,7,1,0,,
061796.jpg,大峡谷；风景,壁纸 大峡谷 风景,10,3,0,,
061797.jpg,云吞；龙仙街,"龙仙街有位老板任性1吊8钱一碗的云吞遭集体哄抢,你知道吗?",7,1,0,,
061798.jpg,球鞋；匹克,"今球鞋:路威上脚匹克 闪现态极,泡椒上脚pg4佳得乐",3,1,0,1.0,
061800.jpg,水；重力；体验,"让孩子们在玩中对水有了更多的认识,也对水重力有了更多的体验",9,3,0,,
061802.jpg,诗句,"黄花满地西风紧,欲将心事付瑶琴",14,1,0,,
